book_id	primary	secondary	tertiary
002896858	Non-Fiction	Topography	Syrian, Persian, Central Asian
002896986	Non-Fiction	Topography	Syrian, Persian, Central Asian
002897140	Non-Fiction	Topography	United States of America
002897141	Non-Fiction	Topography	United States of America
002897536	Non-Fiction	Topography	United States of America
002897792	Non-Fiction	Topography	United States of America
002897794	Non-Fiction	Topography	United States of America
002897870	Non-Fiction	Drama	English, Separate Plays, 19th Century
002898263	Non-Fiction	Drama	English, Separate Plays, 19th Century
002898298	Non-Fiction	Biology	
002898492	Non-Fiction	Collected Works	English Authors
002898496	Fiction	Fiction	English 2 Volume Novels
002899170	Non-Fiction	Topography	Scotch
002899289	Non-Fiction	Geography & Ethnology	
002899346	Non-Fiction	Topography	Travels
002899365	Fiction	Fiction	English 3 Volume Novels
002899366	Fiction	Fiction	English 3 Volume Novels
002899609	Non-Fiction	Poetry	English
002899618	Non-Fiction	History	European, 19th Century German Works
002899621	Non-Fiction	History	English
002899769	Non-Fiction	Hydrography	
002900715	Non-Fiction	Topography	Great Britain & Ireland
002901025	Non-Fiction	Plays	
002901026	Non-Fiction	Plays	
002901097	Fiction	Fiction	English 3 Volume Novels
002901099	Fiction	Fiction	English 2 Volume Novels
002901100	Fiction	Fiction	English 3 Volume Novels
002901101	Fiction	Fiction	English 3 Volume Novels
002901105	Fiction	Fiction	English 3 Volume Novels
002901107	Fiction	Fiction	English 3 Volume Novels
002901111	Fiction	Fiction	English 3 Volume Novels
002901113	Fiction	Fiction	English 3 Volume Novels
002901115	Fiction	Fiction	English 3 Volume Novels
002901121	Fiction	Fiction	English 3 Volume Novels
002901126	Fiction	Fiction	English 3 Volume Novels
002901130	Fiction	Fiction	English 3 Volume Novels
002901134	Fiction	Fiction	English 3 Volume Novels
002901136	Fiction	Fiction	English 3 Volume Novels
002901143	Fiction	Fiction	English 3 Volume Novels
002901148	Fiction	Fiction	English 3 Volume Novels
002901150	Fiction	Fiction	English 3 Volume Novels
002901151	Fiction	Fiction	English 3 Volume Novels
002901215	Non-Fiction	Uncategorised	
002901315	Non-Fiction	Uncategorised	
002901472	Non-Fiction	History	English 18th, 19th Centuries
002901473	Non-Fiction	History	English 18th, 19th Centuries
002901670	Non-Fiction	Geography & Topography	America
002901672	Non-Fiction	Topography	West Indian, Canadian
002901863	Fiction	Fiction	English Separate Novels 19th Century
002901864	Fiction	Fiction	English 3 Volume Novels
002901868	Fiction	Fiction	English 3 Volume Novels
002901871	Fiction	Fiction	English 3 Volume Novels
002901943	Non-Fiction	Topography	English, Southern
002902028	Non-Fiction	Poetry	English, Separate Works, 19th Century
002902036	Non-Fiction	Poetry	English, Separate Works, 19th Century
002902069	Non-Fiction	Topography	Great Britain & Ireland
002902093	Non-Fiction	Poetry	English, Separate Works, 19th Century
002902453	Non-Fiction	Topography	African
002902509	Fiction	Fiction	English 3 Volume Novels
002902510	Fiction	Fiction	English 3 Volume Novels
002902511	Fiction	Fiction	English 3 Volume Novels
002902517	Non-Fiction	Topography	African
002902567	Non-Fiction	Geography	England
002902595	Non-Fiction	Topography	Indian, Chinese, Japanese
002902642	Fiction	Fiction	English 3 Volume Novels
002902898	Fiction	Fiction	English 3 Volume Novels
002902899	Fiction	Fiction	English 3 Volume Novels
002902978	Non-Fiction	Uncategorised	
002902984	Non-Fiction	Topography	London
002902985	Non-Fiction	Topography	English, Southern
002903030	Non-Fiction	Geology & Mineralogy	
002903052	Non-Fiction	Geology	Coal
002903055	Non-Fiction	Geology	
002903058	Non-Fiction	Geology	
002903060	Non-Fiction	Geology	Coal
002903125	Non-Fiction	Topography	Scotch
002903126	Non-Fiction	Topography	Scotch
002903130	Non-Fiction	Uncategorised	
002903234	Non-Fiction	Topography	English, Northern
002903313	Non-Fiction	Topography	European
002903501	Non-Fiction	Uncategorised	
002903503	Non-Fiction	Topography	Travels
002903525	Non-Fiction	Topography	Great Britain & Ireland
002903698	Non-Fiction	Topography	Scotch
002903755	Non-Fiction	History	Turkish Empire, Modern Greece
002903935	Fiction	Fiction	English 3 Volume Novels
002904329	Non-Fiction	History	English 18th, 19th Centuries
002904619	Non-Fiction	Topography	English, Northern
002904661	Non-Fiction	Poetry	English, Separate Works, 19th Century
002904692	Non-Fiction	Plays	
002905172	Non-Fiction	Poetry	English, Separate Works, 19th Century
002905416	Non-Fiction	Plays	
002905553	Non-Fiction	Topography	English
002905575	Non-Fiction	History	English
002905586	Non-Fiction	Drama	English, Separate Plays, 19th Century
002905808	Non-Fiction	Geography	England
002905810	Non-Fiction	Topography	English, Northern
002905812	Non-Fiction	Topography	English
002905826	Fiction	Fiction	English 1 Volume Novels
002905852	Non-Fiction	History	France
002905878	Non-Fiction	Voyages & Travels	Great Britain
002905942	Non-Fiction	Topography	London
002905974	Non-Fiction	History	General
002906030	Non-Fiction	History	French Revolution - 1789-1815
002906047	Non-Fiction	History	United States of America
002906256	Non-Fiction	Plays	
002906258	Fiction	Fiction	English 3 Volume Novels
002906262	Non-Fiction	Plays	
002906290	Non-Fiction	Poetry	English, Separate Works, 19th Century
002906738	Fiction	Fiction	English 3 Volume Novels
002906804	Non-Fiction	Topography	English, Northern
002906824	Fiction	Fiction	English 3 Volume Novels
002906831	Non-Fiction	Voyages & Travels	Northern World, Australia
002909467	Non-Fiction	Poetry	English
002909612	Fiction	Fiction	English 3 Volume Novels
002909621	Fiction	Fiction	English 3 Volume Novels
002909630	Fiction	Fiction	English 3 Volume Novels
002909678	Fiction	Fiction	English 3 Volume Novels
002909785	Non-Fiction	Topography	Australasian
002909806	Fiction	Fiction	English 3 Volume Novels
002909807	Fiction	Fiction	English 3 Volume Novels
002909830	Fiction	Fiction	English 3 Volume Novels
002909832	Fiction	Fiction	English 3 Volume Novels
002909869	Non-Fiction	Topography	Indian, Chinese, Japanese
002909985	Non-Fiction	Topography	English, Southern
002910262	Non-Fiction	Topography	English, Southern
002910862	Non-Fiction	Topography	English, Northern
002910863	Non-Fiction	Topography	English, Southern
002910937	Non-Fiction	Collected Works	English Authors
002911072	Non-Fiction	Voyages & Travels	
002911096	Non-Fiction	Poetry	English, Separate Works, 19th Century
002911162	Non-Fiction	Poetry	English, Separate Works, 19th Century
002911350	Non-Fiction	Collections of Travels	
002911351	Non-Fiction	Collections of Travels	
002911353	Non-Fiction	Topography	United States of America
002911370	Non-Fiction	Topography	London
002911400	Non-Fiction	History	United States of America
002911514	Non-Fiction	Collected Works	English Authors
002911527	Non-Fiction	Poetry	English Selections
002912346	Non-Fiction	Topography	United States of America
002912369	Non-Fiction	Topography	United States of America
002912567	Non-Fiction	Geography	England
002912812	Non-Fiction	Topography	Syrian, Persian, Central Asian
002912841	Non-Fiction	History	United States of America
002912864	Non-Fiction	Poetry	English
002913162	Non-Fiction	Topography	United States of America
002914911	Non-Fiction	Topography	Syrian, Persian, Central Asian
002915291	Non-Fiction	History	Italy
002915392	Non-Fiction	Topography	English, Northern
002915393	Non-Fiction	Topography	English, Northern
002915416	Non-Fiction	Topography	Great Britain & Ireland
002915470	Non-Fiction	Topography	English, Southern
002915482	Fiction	Fiction	English 3 Volume Novels
002915522	Fiction	Fiction	English 1 & 2 Volume Novels
002915894	Non-Fiction	Topography	United States of America
002916491	Non-Fiction	Geography & Ethnology	
002916507	Non-Fiction	Topography	African
002916578	Non-Fiction	Topography	English, Southern
002916579	Non-Fiction	Topography	West Indian, Canadian
002916580	Non-Fiction	Topography	Polar Seas & Arctic Expeditions
002916584	Non-Fiction	Topography	United States of America
002916585	Non-Fiction	Voyages & Travels	Great Britain
002916587	Non-Fiction	Topography	United States of America
002917002	Fiction	Fiction	English 3 Volume Novels
002917028	Non-Fiction	Topography	Indian, Chinese, Japanese
002917067	Non-Fiction	Poetry	English, Separate Works, 19th Century
002917073	Fiction	Fiction	English 1 & 2 Volume Novels
002917339	Non-Fiction	Poetry	English, Separate Works, 19th Century
002917341	Non-Fiction	Poetry	English
002917474	Non-Fiction	Geography	
002917479	Non-Fiction	Geography	
002917481	Non-Fiction	Geography	
002917840	Non-Fiction	Poetry	English
002917971	Non-Fiction	Plays	
002917975	Non-Fiction	Plays	
002917976	Non-Fiction	Plays	
002917983	Non-Fiction	Plays	
002917984	Non-Fiction	Plays	
002917992	Non-Fiction	Plays	
002917993	Non-Fiction	Plays	
002917995	Non-Fiction	Plays	
002917996	Non-Fiction	Plays	
002918094	Non-Fiction	Topography	Irish
002918205	Non-Fiction	Topography	South American
002918206	Non-Fiction	Geography & Ethnology	
002918208	Non-Fiction	Topography	South American
002918259	Non-Fiction	History	English 18th, 19th Centuries
002918261	Non-Fiction	History	African
002918263	Non-Fiction	History	African
002918871	Non-Fiction	Poetry	English, Collected Works
002918992	Non-Fiction	Topography	Travels
002919229	Non-Fiction	Plays	
002919241	Non-Fiction	Poetry	English
002919300	Non-Fiction	Plays	
002919313	Non-Fiction	Poetry	English Selections
002919314	Non-Fiction	Poetry	English, Separate Works, 19th Century
002919316	Non-Fiction	Plays	
002919332	Non-Fiction	Poetry	English, Separate Works, 19th Century
002919334	Non-Fiction	Poetry	English, Separate Works, 19th Century
002919336	Non-Fiction	Poetry	English, Separate Works, 19th Century
002919350	Non-Fiction	Uncategorised	
002919351	Non-Fiction	Poetry	English
002919358	Non-Fiction	Poetry	English
002919367	Non-Fiction	Poetry	English
002919369	Non-Fiction	Uncategorised	
002919370	Non-Fiction	Uncategorised	
002919373	Non-Fiction	Drama	English, Separate Plays, 19th Century
002919376	Non-Fiction	Poetry	English
002919382	Non-Fiction	Poetry	English
002919389	Non-Fiction	Poetry	English
002919396	Non-Fiction	Poetry	English
002919400	Non-Fiction	Poetry	English
002919405	Non-Fiction	Poetry	English
002919408	Non-Fiction	Uncategorised	
002919411	Non-Fiction	Poetry	English
002919418	Non-Fiction	Poetry	English
002919425	Non-Fiction	Poetry	English, 18th, 19th Centuries
002919430	Non-Fiction	Plays	
002919434	Non-Fiction	Drama & Dramatic History	
002919447	Non-Fiction	Plays	
002919454	Non-Fiction	Poetry	English, Separate Works, 19th Century
002919455	Non-Fiction	Poetry	English Selections
002919456	Non-Fiction	Plays	
002919458	Non-Fiction	Uncategorised	
002919466	Non-Fiction	Plays	
002919467	Non-Fiction	Plays	
002919476	Non-Fiction	Plays	
002919486	Non-Fiction	Plays	
002919488	Non-Fiction	Plays	
002919490	Non-Fiction	Plays	
002919504	Non-Fiction	Plays	
002919517	Non-Fiction	Uncategorised	
002919520	Non-Fiction	Plays	
002919523	Non-Fiction	Plays	
002919526	Non-Fiction	Plays	
002919536	Non-Fiction	Plays	
002919539	Non-Fiction	Plays	
002919541	Non-Fiction	Plays	
002919545	Non-Fiction	Drama & Dramatic History	
002919547	Non-Fiction	Plays	
002919549	Non-Fiction	Poetry	English Selections
002919550	Non-Fiction	Plays	
002919553	Non-Fiction	Plays	
002919559	Non-Fiction	Plays	
002919563	Non-Fiction	Plays	
002919566	Non-Fiction	Plays	
002919575	Non-Fiction	Uncategorised	
002919576	Non-Fiction	Plays	
002919578	Non-Fiction	Plays	
002919583	Non-Fiction	Plays	
002919587	Non-Fiction	Plays	
002919591	Non-Fiction	Plays	
002919595	Non-Fiction	Plays	
002919596	Non-Fiction	Uncategorised	
002919599	Non-Fiction	Plays	
002919602	Non-Fiction	Plays	
002919606	Non-Fiction	Plays	
002919620	Non-Fiction	Poetry	English, Separate Works, 19th Century
002919776	Non-Fiction	Poetry	English Songs & Ballads
002919777	Non-Fiction	Poetry	English Songs & Ballads
002919779	Non-Fiction	Poetry	English Songs & Ballads
002920243	Non-Fiction	Topography	Italian
002920301	Non-Fiction	Drama	English, Separate Plays, 19th Century
002920342	Non-Fiction	Drama	English, Separate Plays, 19th Century
002921068	Non-Fiction	Topography	Scotch
002921085	Non-Fiction	Geography	
002921088	Non-Fiction	Geography	
002921090	Non-Fiction	Geography	
002921092	Non-Fiction	Geology	
002921098	Non-Fiction	Geography & Ethnology	
002921153	Fiction	Fiction	English 1 & 2 Volume Novels
002921154	Fiction	Fiction	English 3 Volume Novels
002921157	Fiction	Fiction	English 3 Volume Novels
002921161	Fiction	Fiction	English 3 Volume Novels
002921164	Fiction	Fiction	English 3 Volume Novels
002921166	Fiction	Fiction	English 3 Volume Novels
002921167	Fiction	Fiction	English 3 Volume Novels
002921202	Non-Fiction	Topography	French
002921203	Non-Fiction	Topography	French
002921217	Non-Fiction	Uncategorised	
002921218	Non-Fiction	Uncategorised	
002921264	Non-Fiction	Poetry	English
002921393	Non-Fiction	Topography	African
002921576	Fiction	Fiction	English 1 Volume Novels
002921747	Fiction	Fiction	English 3 Volume Novels
002921748	Fiction	Fiction	English 1 & 2 Volume Novels
002921749	Fiction	Fiction	English 1 & 2 Volume Novels
002921750	Fiction	Fiction	English 3 Volume Novels
002921963	Fiction	Fiction	English 2 Volume Novels
002922765	Non-Fiction	Topography	Indian, Chinese, Japanese
002922766	Non-Fiction	Topography	Indian, Chinese, Japanese
002923041	Fiction	Fiction	English 3 Volume Novels
002923178	Non-Fiction	Poetry	English, Separate Works, 19th Century
002923248	Fiction	Fiction	English 2 Volume Novels
002923328	Non-Fiction	Poetry	English, Separate Works, 19th Century
002923735	Fiction	Fiction	English 3 Volume Novels
002923738	Non-Fiction	Poetry	English, Separate Works, 19th Century
002924134	Fiction	Fiction	English 1 & 2 Volume Novels
002924135	Fiction	Fiction	English 3 Volume Novels
002924136	Fiction	Fiction	English 3 Volume Novels
002924138	Fiction	Fiction	English Separate Novels 19th Century
002924139	Fiction	Fiction	English 3 Volume Novels
002924143	Fiction	Fiction	English 3 Volume Novels
002926035	Non-Fiction	History	America
002926085	Non-Fiction	Poetry	English Selections
002926126	Fiction	Fiction	English 3 Volume Novels
002926131	Fiction	Fiction	English 1 Volume Novels
002926265	Non-Fiction	Geography	
002926683	Non-Fiction	History	America
002926707	Non-Fiction	Geography	General America
002927155	Fiction	Fiction	English 3 Volume Novels
002927158	Fiction	Fiction	English 3 Volume Novels
002927217	Non-Fiction	Plays	
002927220	Non-Fiction	Poetry	English, Separate Works, 19th Century
002927232	Non-Fiction	Plays	
002927317	Non-Fiction	History	English Regiments & Navy
002927374	Non-Fiction	Topography	African
002927515	Non-Fiction	History	United States of America
002927517	Non-Fiction	History	United States of America
002927555	Non-Fiction	Poetry	English, Separate Works, 19th Century
002927764	Non-Fiction	Topography	English, Northern
002927765	Non-Fiction	Topography	Great Britain & Ireland
002928439	Non-Fiction	Drama	English, Separate Plays, 19th Century
002928909	Non-Fiction	Poetry	English, Separate Works, 19th Century
002929348	Non-Fiction	Topography	Italian
002929502	Non-Fiction	Poetry & Fiction	English
002929503	Non-Fiction	Poetry	English Selections
002929606	Fiction	Fiction	English Separate Novels 19th Century
002929702	Non-Fiction	Poetry	English, Separate Works, 19th Century
002930023	Non-Fiction	Poetry	English, 18th, 19th Centuries
002930057	Non-Fiction	History	English, 1-15th Centuries
002930059	Non-Fiction	Topography	English, Southern
002930069	Non-Fiction	Travels	German
002930197	Non-Fiction	Drama	English, Separate Plays, 19th Century
002930220	Non-Fiction	Drama	English, Separate Plays, 19th Century
002930269	Fiction	Fiction	English 3 Volume Novels
002930278	Fiction	Fiction	English 3 Volume Novels
002930809	Non-Fiction	Topography	English, Southern
002930841	Non-Fiction	History	Germany
002930843	Non-Fiction	History	Germany
002931086	Non-Fiction	Poetry	English, Separate Works, 19th Century
002931336	Non-Fiction	Hydrography	
002931384	Non-Fiction	Geography	General America
002931446	Non-Fiction	Collected Works	English Authors
002931448	Non-Fiction	Geography	
002931466	Non-Fiction	Topography	Syrian, Persian, Central Asian
002932488	Non-Fiction	Moral Philosophy	
002932903	Non-Fiction	Topography	English, Northern
002932979	Non-Fiction	Collected Works	English Authors
002932997	Fiction	Fiction	English 3 Volume Novels
002932998	Non-Fiction	Collected Works	English Authors
002933024	Non-Fiction	History	Russian & Northern Europe
002933114	Fiction	Fiction	English 3 Volume Novels
002933129	Non-Fiction	Drama	English, Separate Plays, 19th Century
002933131	Fiction	Fiction	English 3 Volume Novels
002933133	Fiction	Fiction	English 3 Volume Novels
002933135	Fiction	Fiction	English 3 Volume Novels
002933136	Fiction	Fiction	English 3 Volume Novels
002933138	Fiction	Fiction	English 3 Volume Novels
002933255	Fiction	Fiction	English 1 Volume Novels
002933269	Non-Fiction	History	General
002933319	Fiction	Fiction	English 3 Volume Novels
002933443	Non-Fiction	Topography	Indian, Chinese, Japanese
002934044	Non-Fiction	Geography	Scotland & Ireland
002934088	Non-Fiction	Topography	Scotch
002934094	Non-Fiction	Geography	
002934110	Non-Fiction	Geology	
002934163	Non-Fiction	Uncategorised	
002934168	Non-Fiction	Topography	African
002934170	Non-Fiction	Topography	African
002934192	Non-Fiction	Geography	Topography
002934207	Non-Fiction	History	English
002934214	Non-Fiction	Topography	Scotch
002934610	Fiction	Fiction	English Separate Novels 19th Century
002934612	Fiction	Fiction	English 3 Volume Novels
002934636	Non-Fiction	Drama	English, Separate Plays, 19th Century
002934637	Non-Fiction	Poetry	English
002934657	Non-Fiction	Plays	
002934730	Fiction	Fiction	English 3 Volume Novels
002934744	Fiction	Fiction	English 3 Volume Novels
002934750	Non-Fiction	Poetry	English, Separate Works, 19th Century
002934771	Non-Fiction	Topography	English, Southern
002934772	Non-Fiction	Topography	English, Northern
002935039	Fiction	Fiction	English 3 Volume Novels
002935076	Non-Fiction	Politics	English, 19th Century
002935483	Fiction	Fiction	English 3 Volume Novels
002936927	Non-Fiction	Plays	
002937061	Non-Fiction	History	England
002937065	Non-Fiction	History	England
002937067	Non-Fiction	Topography	Travels
002937068	Non-Fiction	History	England
002937087	Non-Fiction	Poetry	English
002937091	Non-Fiction	Topography	African
002937171	Non-Fiction	Topography	Scotch
002937408	Non-Fiction	Drama	English, Separate Plays, 19th Century
002937474	Non-Fiction	Drama	English, Separate Plays, 19th Century
002937526	Non-Fiction	Voyages & Travels	Eastern Europe
002937628	Non-Fiction	Topography	Australasian
002937640	Non-Fiction	Topography	Spanish & Portuguese
002937755	Non-Fiction	Topography	French
002937777	Fiction	Fiction	English 3 Volume Novels
002937905	Non-Fiction	Poetry	English Selections
002937919	Non-Fiction	Topography	Swiss
002937921	Fiction	Fiction	English 1 & 2 Volume Novels
002939211	Non-Fiction	Topography	English, Southern
002939304	Non-Fiction	Plays	
002939330	Non-Fiction	Topography	English, Northern
002939335	Non-Fiction	Topography	United States of America
002940087	Non-Fiction	Plays	
002940089	Non-Fiction	Drama	English, Separate Plays, 19th Century
002940092	Non-Fiction	Plays	
002940093	Non-Fiction	Drama	English, Separate Plays, 19th Century
002940094	Non-Fiction	Drama	English, Separate Plays, 19th Century
002940095	Non-Fiction	Drama	English, Separate Plays, 19th Century
002940099	Non-Fiction	Drama	English, Separate Plays, 19th Century
002940104	Non-Fiction	Plays	
002940113	Non-Fiction	Drama	English, Separate Plays, 19th Century
002940114	Non-Fiction	Drama	English, Separate Plays, 19th Century
002940128	Non-Fiction	Plays	
002940131	Non-Fiction	Plays	
002940182	Fiction	Fiction	English 3 Volume Novels
002940239	Non-Fiction	Topography	Irish
002940909	Non-Fiction	Poetry	American
002940979	Fiction	Fiction	English Separate Novels 19th Century
002941094	Fiction	Fiction	Collected Works of English Novelists
002941416	Non-Fiction	Poetry	English
002941419	Non-Fiction	Plays	
002941499	Non-Fiction	Poetry	English, Collected Works
002941501	Non-Fiction	Poetry	English Selections
002941512	Non-Fiction	Poetry	English
002941523	Non-Fiction	Poetry	English, Separate Works, 19th Century
002941528	Non-Fiction	Poetry	English, Separate Works, 19th Century
002941531	Non-Fiction	Poetry	English
002941532	Non-Fiction	Poetry	English Selections
002941534	Non-Fiction	Poetry & Fiction	English
002941538	Non-Fiction	Poetry	English Selections
002941561	Non-Fiction	Poetry	English, Female Poets
002941564	Non-Fiction	Poetry	English, Separate Works, 19th Century
002941566	Non-Fiction	Poetry	English
002941583	Non-Fiction	Poetry	English, Separate Works, 19th Century
002941588	Non-Fiction	Poetry	English, Separate Works, 19th Century
002941589	Non-Fiction	Poetry	English, Separate Works, 19th Century
002941590	Non-Fiction	Poetry	English
002941593	Non-Fiction	Poetry	English
002941624	Non-Fiction	Poetry	English
002941629	Non-Fiction	Poetry	English, Separate Works, 19th Century
002941630	Non-Fiction	Poetry	English
002941632	Non-Fiction	Poetry	English
002941633	Non-Fiction	Poetry	English, Collected Works
002941681	Non-Fiction	Poetry	English, Separate Works, 19th Century
002941688	Non-Fiction	Poetry	English
002941696	Non-Fiction	Plays	
002941705	Non-Fiction	Poetry	English
002941729	Non-Fiction	Poetry	English, Separate Works, 19th Century
002941764	Non-Fiction	Poetry	English Songs & Ballads
002941772	Non-Fiction	Poetry	English, Separate Works, 19th Century
002941773	Non-Fiction	Plays	
002941776	Non-Fiction	Uncategorised	
002941778	Non-Fiction	Poetry	English, Separate Works, 19th Century
002941797	Non-Fiction	Poetry	English
002941804	Non-Fiction	Poetry	English, Separate Works, 19th Century
002941807	Non-Fiction	Poetry	English Selections
002941830	Non-Fiction	Poetry	English, Separate Works, 19th Century
002941833	Non-Fiction	Poetry	English, Separate Works, 19th Century
002941837	Non-Fiction	Poetry	English
002941840	Non-Fiction	Poetry	English, 18th, 19th Centuries
002941842	Non-Fiction	Poetry	English Selections
002942148	Non-Fiction	Poetry	English, 18th, 19th Centuries
002942193	Non-Fiction	Plays	
002942264	Non-Fiction	Poetry	English Selections
002942295	Non-Fiction	Poetry	English Selections
002942305	Non-Fiction	Poetry	English
002942310	Non-Fiction	Poetry	English Selections
002942311	Non-Fiction	Poetry	English Selections
002942326	Non-Fiction	Poetry	English, Separate Works, 19th Century
002942382	Non-Fiction	Poetry	English Selections
002942383	Non-Fiction	Poetry	English, Separate Works, 19th Century
002942942	Non-Fiction	Topography	Indian, Chinese, Japanese
002942943	Non-Fiction	Poetry	English, Separate Works, 19th Century
002942944	Non-Fiction	History	Oriental
002943020	Fiction	Fiction	English 3 Volume Novels
002943599	Non-Fiction	Travels	France & Spain
002943677	Fiction	Fiction	English 3 Volume Novels
002944393	Non-Fiction	Topography	Spanish & Portuguese
002944394	Non-Fiction	Topography	Spanish & Portuguese
002947204	Non-Fiction	Geography	Topography
002947822	Non-Fiction	Geology	
002948702	Non-Fiction	Plays	
002949374	Non-Fiction	Topography	United States of America
002949896	Non-Fiction	Drama	English, Collections of Plays
002949897	Non-Fiction	Drama	English, Collections of Plays
002949926	Non-Fiction	History	Ancient Greek
002949927	Non-Fiction	History	Ancient Roman
002949960	Non-Fiction	History	United States of America
002949962	Non-Fiction	History	United States of America
002949964	Non-Fiction	History	United States of America
002949965	Non-Fiction	History	United States of America
002949966	Non-Fiction	History	United States of America
002949969	Non-Fiction	History	United States of America
002949983	Fiction	Fiction	English 3 Volume Novels
002949989	Fiction	Fiction	English 3 Volume Novels
002949992	Fiction	Fiction	English 3 Volume Novels
002949995	Fiction	Fiction	English 3 Volume Novels
002950002	Fiction	Fiction	English 3 Volume Novels
002950030	Fiction	Fiction	English 3 Volume Novels
002950033	Fiction	Fiction	English Separate Novels 19th Century
002950034	Fiction	Fiction	English 3 Volume Novels
002950142	Non-Fiction	Topography	African
002950143	Non-Fiction	Topography	African
002950166	Fiction	Fiction	English 3 Volume Novels
002950176	Fiction	Fiction	English 1 Volume Novels
002950253	Non-Fiction	Topography	United States of America
002950254	Non-Fiction	Topography	United States of America
002950560	Fiction	Fiction	English 2 Volume Novels
002950623	Non-Fiction	Topography	Scotch
002950624	Non-Fiction	Topography	Scotch
002951046	Fiction	Fiction	English 3 Volume Novels
002951296	Non-Fiction	Voyages & Travels	
002951298	Non-Fiction	Topography	Indian, Chinese, Japanese
002951660	Non-Fiction	Voyages & Travels	
002951919	Non-Fiction	Uncategorised	
002951926	Non-Fiction	Poetry	English, Separate Works, 19th Century
002951932	Non-Fiction	Poetry	English, Separate Works, 19th Century
002952448	Non-Fiction	Poetry	English
002952449	Non-Fiction	Poetry	English, Separate Works, 19th Century
002952452	Non-Fiction	Poetry	English, Separate Works, 19th Century
002952453	Non-Fiction	Poetry	English, Separate Works, 19th Century
002952457	Non-Fiction	Uncategorised	
002952459	Non-Fiction	Poetry	English, Separate Works, 19th Century
002952709	Fiction	Fiction	English 3 Volume Novels
002953089	Fiction	Fiction	English Separate Novels 19th Century
002953102	Fiction	Fiction	English 3 Volume Novels
002953199	Non-Fiction	Uncategorised	
002953202	Fiction	Fiction	English 3 Volume Novels
002954310	Non-Fiction	Topography	South American
002954497	Fiction	Fiction	English 3 Volume Novels
002954583	Fiction	Fiction	English 3 Volume Novels
002954584	Fiction	Fiction	English 3 Volume Novels
002954585	Fiction	Fiction	English 3 Volume Novels
002954586	Fiction	Fiction	English 3 Volume Novels
002954588	Fiction	Fiction	English 3 Volume Novels
002955067	Non-Fiction	Topography	English, Southern
002955073	Non-Fiction	Topography	Great Britain & Ireland
002955074	Non-Fiction	Topography	Great Britain & Ireland
002955089	Non-Fiction	Topography	English, Southern
002955231	Non-Fiction	Topography	Great Britain & Ireland
002955613	Fiction	Fiction	English 3 Volume Novels
002955627	Fiction	Fiction	English 3 Volume Novels
002955755	Non-Fiction	Poetry	English Selections
002955912	Non-Fiction	Topography	English, Southern
002955968	Non-Fiction	Topography	Scotch
002956019	Non-Fiction	Topography	English, Northern
002956100	Non-Fiction	Plays	
002956147	Non-Fiction	Plays	
002956394	Non-Fiction	Topography	African
002956452	Non-Fiction	Topography	African
002956472	Non-Fiction	Topography	West Indian, Canadian
002956627	Fiction	Fiction	English 3 Volume Novels
002956675	Non-Fiction	History	United States of America
002956697	Non-Fiction	History	United States of America
002957043	Non-Fiction	Poetry	English, 18th, 19th Centuries
002957063	Non-Fiction	Poetry	English
002957095	Non-Fiction	Poetry	English
002957099	Non-Fiction	Collected Works	English Authors
002957109	Non-Fiction	Poetry	English, Separate Works, 19th Century
002957112	Non-Fiction	Collected Works	English Authors
002957139	Non-Fiction	Uncategorised	
002957144	Non-Fiction	Poetry	English, 18th, 19th Centuries
002957190	Non-Fiction	Uncategorised	
002957216	Non-Fiction	Collected Works	English Authors
002957280	Non-Fiction	Collected Works	
002957289	Non-Fiction	Collected Works	English Authors
002957298	Non-Fiction	Plays	
002957303	Non-Fiction	Poetry	English
002957306	Non-Fiction	Poetry	English, Separate Works, 19th Century
002957325	Non-Fiction	Poetry	English
002957333	Non-Fiction	Plays	
002957341	Non-Fiction	Poetry	English
002957374	Non-Fiction	Poetry	English
002957379	Non-Fiction	Uncategorised	
002957393	Non-Fiction	Poetry	English
002957394	Non-Fiction	Plays	
002957562	Non-Fiction	Plays	
002957564	Non-Fiction	Poetry	English
002957576	Non-Fiction	Plays	
002957580	Non-Fiction	Plays	
002957582	Non-Fiction	Plays	
002957590	Non-Fiction	Plays	
002957662	Non-Fiction	Uncategorised	
002957663	Non-Fiction	Poetry	English
002957750	Non-Fiction	Plays	
002957990	Non-Fiction	Topography	United States of America
002958002	Non-Fiction	History	French & English Colonies in the United States of America
002958062	Non-Fiction	Poetry	English, Separate Works, 19th Century
002958438	Non-Fiction	Topography	United States of America
002958697	Fiction	Fiction	English 3 Volume Novels
002959883	Fiction	Fiction	English 2 Volume Novels
002959919	Non-Fiction	Plays	
002960437	Non-Fiction	Poetry	English
002960438	Non-Fiction	Poetry	English
002960954	Non-Fiction	Plays	
002961003	Fiction	Fiction	English 3 Volume Novels
002961168	Non-Fiction	Uncategorised	
002961196	Non-Fiction	Topography	African
002961591	Non-Fiction	Plays	
002961637	Non-Fiction	History	African
002961638	Non-Fiction	Topography	African
002961644	Non-Fiction	Topography	English, Southern
002961940	Non-Fiction	Topography	Scotch
002962141	Non-Fiction	Topography	Travels
002962151	Non-Fiction	History	United States of America
002962179	Non-Fiction	Collected Works	English Authors
002962195	Non-Fiction	Topography	United States of America
002962356	Non-Fiction	Geography & Topography	England
