book_id	primary	secondary	tertiary
000000037	Non-Fiction	Topography	Great Britain & Ireland
000000196	Non-Fiction	Poetry	English Selections
000000206	Fiction	Fiction	English 1 & 2 Volume Novels
000000216	Fiction	Fiction	English 3 Volume Novels
000000218	Fiction	Fiction	English 3 Volume Novels
000000472	Non-Fiction	Topography	Scotch
000000478	Non-Fiction	Topography	Scotch
000000480	Non-Fiction	History	General
000000481	Non-Fiction	History	General
000000501	Fiction	Fiction	English 3 Volume Novels
000000519	Fiction	Fiction	English 2 Volume Novels
000000692	Non-Fiction	Poetry	English
000000785	Non-Fiction	Topography	Great Britain & Ireland
000000892	Non-Fiction	Drama	English, Separate Plays, 19th Century
000001052	Non-Fiction	Poetry	English, Separate Works, 19th Century
000001079	Non-Fiction	Poetry	English, Separate Works, 19th Century
000001280	Non-Fiction	Voyages & Travels	Great Britain
000001282	Fiction	Fiction	English 3 Volume Novels
000002678	Non-Fiction	Plays	
000002679	Non-Fiction	Plays	
000002854	Fiction	Fiction	English 3 Volume Novels
000003062	Non-Fiction	Topography	Indian, Chinese, Japanese
000003131	Non-Fiction	History	United States of America
000003160	Non-Fiction	Topography	United States of America
000003512	Fiction	Fiction	English 3 Volume Novels
000003625	Fiction	Fiction	English 3 Volume Novels
000003693	Non-Fiction	History	Swiss
000003727	Non-Fiction	History	United States of America
000003728	Non-Fiction	History	United States of America
000003729	Non-Fiction	History	French & English Colonies in the United States of America
000003730	Non-Fiction	History	Mexico & South America
000003739	Non-Fiction	Topography	Scotch
000003768	Non-Fiction	History	United States of America
000003783	Fiction	Fiction	English 3 Volume Novels
000004047	Non-Fiction	History	Ancient Greek
000004336	Non-Fiction	Voyages & Travels	Eastern Europe
000004337	Non-Fiction	Voyages & Travels	
000004338	Non-Fiction	Voyages & Travels	
000004402	Non-Fiction	History	French
000004414	Non-Fiction	History	United States of America
000004427	Non-Fiction	History	Holy Roman Empire, Hungarian
000004428	Non-Fiction	Topography	Russian, Polish
000004439	Non-Fiction	History	Spanish
000004466	Non-Fiction	Poetry	English, Separate Works, 19th Century
000004507	Fiction	Fiction	English 3 Volume Novels
000004598	Non-Fiction	Poetry	English, Separate Works, 19th Century
000004599	Non-Fiction	Poetry	English, Separate Works, 19th Century
000004671	Non-Fiction	Geography	England
000004884	Non-Fiction	Poetry	English
000005165	Fiction	Fiction	English 3 Volume Novels
000005294	Non-Fiction	Topography	Travels
000005353	Fiction	Fiction	English 3 Volume Novels
000005354	Fiction	Fiction	English 3 Volume Novels
000005382	Non-Fiction	Uncategorised	
000005384	Non-Fiction	History	English
000005385	Non-Fiction	History	English
000005389	Non-Fiction	History	Ancient Roman
000005444	Non-Fiction	Poetry	English
000005453	Non-Fiction	Topography	Travels
000005645	Non-Fiction	Topography	Travels
000005935	Non-Fiction	Topography	English, Southern
000005937	Non-Fiction	Topography	English, Southern
000006036	Non-Fiction	Plays	
000006298	Non-Fiction	Moral Philosophy	
000006451	Non-Fiction	Topography	Syrian, Persian, Central Asian
000006455	Non-Fiction	Voyages & Travels	
000006496	Non-Fiction	Geography	Scotland & Ireland
000006499	Non-Fiction	Geography	Scotland & Ireland
000006821	Non-Fiction	Geography	Scotland & Ireland
000006832	Non-Fiction	Topography	Scotch
000006835	Non-Fiction	Geography & Topography	England
000006866	Non-Fiction	Topography	Great Britain & Ireland
000007630	Non-Fiction	Topography	English, Southern
000007982	Non-Fiction	Plays	
000008222	Non-Fiction	Poetry	English, Separate Works, 19th Century
000008239	Non-Fiction	Topography	West Indian, Canadian
000008411	Non-Fiction	History	General
000008435	Non-Fiction	Geology	Gems & precious stones
000008440	Non-Fiction	Geology	Coal
000008523	Non-Fiction	Topography	Great Britain & Ireland
000008880	Non-Fiction	Topography	Syrian, Persian, Central Asian
000008893	Non-Fiction	Topography	English, Northern
000009517	Non-Fiction	Poetry	English Selections
000010019	Fiction	Fiction	English 3 Volume Novels
000011902	Non-Fiction	Poetry	English
000012003	Fiction	Fiction	English 3 Volume Novels
000012068	Fiction	Fiction	English 1 & 2 Volume Novels
000012123	Non-Fiction	Poetry	English, Separate Works, 19th Century
000012124	Non-Fiction	Poetry	English
000012489	Fiction	Fiction	English 3 Volume Novels
000012881	Fiction	Fiction	English 3 Volume Novels
000013003	Fiction	Fiction	English 3 Volume Novels
000013074	Non-Fiction	Topography	Syrian, Persian, Central Asian
000013141	Non-Fiction	History	General
000013222	Fiction	Fiction	English 3 Volume Novels
000013364	Non-Fiction	Topography	English, Southern
000013481	Non-Fiction	History	European
000013680	Non-Fiction	Topography	Australasian
000014046	Non-Fiction	Topography	English
000014052	Non-Fiction	Topography	English
000014083	Non-Fiction	Voyages & Travels	Great Britain
000014466	Non-Fiction	Topography	English, Southern
000014468	Non-Fiction	Topography	United States of America
000014543	Non-Fiction	Topography	Indian, Chinese, Japanese
000014563	Non-Fiction	Topography	Indian, Chinese, Japanese
000014608	Non-Fiction	Topography	Irish
000014617	Fiction	Fiction	English 3 Volume Novels
000014619	Fiction	Fiction	English 3 Volume Novels
000014620	Fiction	Fiction	English 3 Volume Novels
000014622	Fiction	Fiction	English 3 Volume Novels
000014623	Fiction	Fiction	English 3 Volume Novels
000014627	Non-Fiction	Topography	English
000014631	Fiction	Fiction	English 3 Volume Novels
000014633	Fiction	Fiction	English 3 Volume Novels
000014635	Fiction	Fiction	English 3 Volume Novels
000014638	Fiction	Fiction	English 3 Volume Novels
000014639	Fiction	Fiction	English 3 Volume Novels
000014640	Fiction	Fiction	English 3 Volume Novels
000014642	Fiction	Fiction	English 3 Volume Novels
000014643	Fiction	Fiction	English 3 Volume Novels
000014644	Fiction	Fiction	English 3 Volume Novels
000014645	Fiction	Fiction	English 2 Volume Novels
000014646	Fiction	Fiction	English 3 Volume Novels
000014653	Fiction	Fiction	English 3 Volume Novels
000014668	Non-Fiction	History	General
000014678	Fiction	Fiction	English 3 Volume Novels
000014703	Non-Fiction	Biology	
000014753	Non-Fiction	History	United States of America
000014766	Non-Fiction	History	United States of America
000014984	Fiction	Fiction	English 1 & 2 Volume Novels
000015002	Non-Fiction	Topography	United States of America
000015022	Fiction	Fiction	English 3 Volume Novels
000015068	Non-Fiction	Poetry	English Selections
000015069	Non-Fiction	Poetry	English Selections
000015071	Non-Fiction	Poetry	English Selections
000015133	Fiction	Fiction	English 3 Volume Novels
000015134	Non-Fiction	Topography	Australasian
000015135	Fiction	Fiction	English 3 Volume Novels
000015138	Fiction	Fiction	English 3 Volume Novels
000015139	Fiction	Fiction	English Separate Novels 19th Century
000015140	Fiction	Fiction	English 1 & 2 Volume Novels
000015141	Non-Fiction	Topography	African
000015146	Non-Fiction	Drama	English, Separate Plays, 19th Century
000015282	Non-Fiction	History	French
000015283	Non-Fiction	History	French
000015439	Non-Fiction	History	General
000015483	Fiction	Fiction	English 3 Volume Novels
000015534	Fiction	Fiction	English 1 & 2 Volume Novels
000015576	Non-Fiction	Topography	English
000015860	Non-Fiction	Topography	Travels
000015861	Non-Fiction	Topography	Travels
000016014	Non-Fiction	Topography	English, Southern
000016082	Non-Fiction	Works on Slavery	United States of America
000016173	Non-Fiction	Topography	Travels
000016193	Non-Fiction	Topography	United States of America
000016309	Non-Fiction	Uncategorised	
000016363	Non-Fiction	Geography & Topography	America
000016543	Non-Fiction	Topography	Travels
000016544	Non-Fiction	Topography	Travels
000016957	Non-Fiction	Poetry	English, 18th, 19th Centuries
000016969	Non-Fiction	Poetry	English Selections
000016984	Non-Fiction	History	French German War, 1870-71
000016986	Non-Fiction	History	English, 1-15th Centuries
000016987	Non-Fiction	Geology	Gems & precious stones
000016989	Non-Fiction	Uncategorised	
000016990	Non-Fiction	Uncategorised	
000017004	Non-Fiction	Topography	Indian, Chinese, Japanese
000017008	Non-Fiction	History	English
000017022	Non-Fiction	Uncategorised	
000017032	Non-Fiction	History	Mexico & South America
000017041	Non-Fiction	History	English
000017042	Non-Fiction	History	English
000017045	Non-Fiction	History	English
000017054	Non-Fiction	Topography	Scotch
000017057	Non-Fiction	History	French German War, 1870-71
000017067	Non-Fiction	Poetry	English Selections
000017081	Non-Fiction	Uncategorised	
000017276	Non-Fiction	Poetry	English
000017277	Non-Fiction	Poetry	English
000017295	Fiction	Fiction	English 3 Volume Novels
000017591	Fiction	Fiction	English 3 Volume Novels
000017599	Fiction	Fiction	English 3 Volume Novels
000017602	Fiction	Fiction	English 3 Volume Novels
000018044	Non-Fiction	Topography	Syrian, Persian, Central Asian
000018108	Non-Fiction	Voyages & Travels	Eastern Europe
000018111	Fiction	Fiction	English 3 Volume Novels
000018125	Non-Fiction	Topography	North German
000018127	Non-Fiction	Drama	English, Separate Plays, 19th Century
000018173	Non-Fiction	Collected Works	English Authors
000018218	Non-Fiction	Poetry	English, Collected Works
000018469	Non-Fiction	Poetry	English, Separate Works, 19th Century
000018502	Fiction	Fiction	English 3 Volume Novels
000018503	Fiction	Fiction	English 3 Volume Novels
000018504	Fiction	Fiction	English 3 Volume Novels
000018506	Fiction	Fiction	English 1 Volume Novels
000018551	Fiction	Fiction	English 3 Volume Novels
000018730	Non-Fiction	Topography	Great Britain & Ireland
000019193	Non-Fiction	Topography	European
000019199	Fiction	Fiction	English 2 Volume Novels
000019505	Non-Fiction	Topography	Syrian, Persian, Central Asian
000019719	Non-Fiction	Topography	English, Northern
000020960	Fiction	Fiction	English Separate Novels 19th Century
000021092	Non-Fiction	Uncategorised	
000021093	Non-Fiction	History	English 18th, 19th Centuries
000021095	Non-Fiction	History	English
000021099	Non-Fiction	History	French
000021104	Non-Fiction	Topography	Spanish & Portuguese
000021105	Non-Fiction	Plays	
000021119	Non-Fiction	Poetry	English, Separate Works, 19th Century
000021199	Non-Fiction	Poetry	English, Separate Works, 19th Century
000021430	Non-Fiction	Uncategorised	
000021659	Non-Fiction	Poetry	English
000021707	Non-Fiction	Collections of Travels	
000021708	Non-Fiction	Collections of Travels	
000021709	Non-Fiction	Collections of Travels	
000021782	Non-Fiction	Poetry	English, Separate Works, 19th Century
000021791	Fiction	Fiction	English 1 & 2 Volume Novels
000021808	Fiction	Fiction	English 3 Volume Novels
000021814	Non-Fiction	Collections of Travels	
000022105	Non-Fiction	Plays	
000022197	Fiction	Fiction	English 3 Volume Novels
000022207	Non-Fiction	History	European 18th, 19th Centuries
000022288	Non-Fiction	Poetry	English, Separate Works, 19th Century
000022376	Non-Fiction	Poetry	English, Separate Works, 19th Century
000022564	Fiction	Fiction	English 3 Volume Novels
000022782	Non-Fiction	Poetry	English
000023565	Non-Fiction	Poetry	English, Separate Works, 19th Century
000024878	Non-Fiction	Topography	African
000024896	Non-Fiction	Topography	Syrian, Persian, Central Asian
000024897	Non-Fiction	Topography	African
000024906	Fiction	Fiction	English 1 Volume Novels
000024909	Non-Fiction	Topography	African
000024928	Non-Fiction	Topography	African
000024942	Non-Fiction	Hydrography	
000024943	Non-Fiction	Hydrography	
000027783	Non-Fiction	Topography	African
000027788	Non-Fiction	Topography	African
000027797	Non-Fiction	Topography	African
000027877	Non-Fiction	Topography	African
000028004	Non-Fiction	Uncategorised	
000028746	Non-Fiction	Travels	German
000028758	Non-Fiction	Geology	Coal
000028762	Non-Fiction	Topography	United States of America
000028873	Fiction	Fiction	English 3 Volume Novels
000028876	Fiction	Fiction	English Separate Novels 19th Century
000028999	Non-Fiction	Poetry	English, Separate Works, 19th Century
000029006	Non-Fiction	Poetry	English, Separate Works, 19th Century
000029007	Non-Fiction	Poetry	English, Separate Works, 19th Century
000029008	Non-Fiction	Poetry	English, Separate Works, 19th Century
000029031	Non-Fiction	Poetry	English
000029032	Non-Fiction	Poetry	English, Separate Works, 19th Century
000029285	Fiction	Fiction	English 3 Volume Novels
000029328	Non-Fiction	History	Spain
000029505	Non-Fiction	Plays	
000029776	Non-Fiction	Topography	United States of America
000029844	Non-Fiction	Poetry	English Selections
000029951	Fiction	Fiction	English 3 Volume Novels
000030269	Non-Fiction	Topography	Indian, Chinese, Japanese
000030631	Non-Fiction	Poetry	English
000031263	Fiction	Fiction	English 3 Volume Novels
000031272	Fiction	Fiction	English 3 Volume Novels
000031283	Fiction	Fiction	English 3 Volume Novels
000031858	Non-Fiction	Poetry	English
000032512	Non-Fiction	Voyages & Travels	
000032791	Non-Fiction	Collected Works	English Authors
000033323	Non-Fiction	Topography	Irish
000033366	Fiction	Fiction	English 3 Volume Novels
000033372	Fiction	Fiction	English 3 Volume Novels
000033374	Fiction	Fiction	English 3 Volume Novels
000033377	Fiction	Fiction	English 3 Volume Novels
000033378	Fiction	Fiction	English 2 Volume Novels
000033379	Fiction	Fiction	English 3 Volume Novels
000033380	Fiction	Fiction	English 1 Volume Novels
000033385	Fiction	Fiction	English 3 Volume Novels
000033386	Fiction	Fiction	English 3 Volume Novels
000033392	Fiction	Fiction	English 3 Volume Novels
000033393	Fiction	Fiction	English 1 & 2 Volume Novels
000033745	Non-Fiction	Poetry	English
000033755	Non-Fiction	Plays	
000033793	Non-Fiction	Plays	
000033798	Non-Fiction	Poetry	English
000033822	Fiction	Fiction	English 3 Volume Novels
000033825	Fiction	Fiction	English 3 Volume Novels
000033826	Fiction	Fiction	English 3 Volume Novels
000033833	Fiction	Fiction	English 3 Volume Novels
000033837	Non-Fiction	History	England
000033838	Non-Fiction	History	English 18th, 19th Centuries
000033858	Non-Fiction	Geography	England
000033859	Non-Fiction	Topography	Great Britain & Ireland
000033862	Non-Fiction	Uncategorised	
000033881	Non-Fiction	Poetry	English Songs & Ballads
000033897	Non-Fiction	Poetry	English
000034000	Non-Fiction	History	England
000034016	Non-Fiction	Poetry	English, Separate Works, 19th Century
000034113	Fiction	Fiction	English 3 Volume Novels
000034463	Fiction	Fiction	English 3 Volume Novels
000034538	Non-Fiction	Collected Works	English Authors
000034566	Fiction	Fiction	English 3 Volume Novels
000034567	Fiction	Fiction	English 3 Volume Novels
000034571	Fiction	Fiction	English 1 & 2 Volume Novels
000034575	Non-Fiction	Poetry	English, Separate Works, 19th Century
000034607	Non-Fiction	Drama	English, Separate Plays, 19th Century
000034780	Non-Fiction	Topography	Irish
000034781	Non-Fiction	Geography	
000034785	Non-Fiction	Geography	
000034789	Non-Fiction	Topography	Travels
000034790	Non-Fiction	Topography	Indian, Chinese, Japanese
000034791	Non-Fiction	Voyages & Travels	General
000034793	Non-Fiction	Voyages & Travels	
000034800	Fiction	Fiction	English 3 Volume Novels
000034805	Fiction	Fiction	English 3 Volume Novels
000034806	Fiction	Fiction	English 3 Volume Novels
000034809	Fiction	Fiction	English 3 Volume Novels
000034810	Fiction	Fiction	English 3 Volume Novels
000034811	Fiction	Fiction	English Separate Novels 19th Century
000034816	Fiction	Fiction	English 3 Volume Novels
000034821	Fiction	Fiction	English 3 Volume Novels
000034823	Fiction	Fiction	English 3 Volume Novels
000034826	Fiction	Fiction	English 3 Volume Novels
000034837	Fiction	Fiction	English 3 Volume Novels
000034847	Fiction	Fiction	English 2 Volume Novels
000034852	Fiction	Fiction	English Separate Novels 19th Century
000034854	Fiction	Fiction	English 3 Volume Novels
000034857	Fiction	Fiction	English 3 Volume Novels
000034858	Fiction	Fiction	English 3 Volume Novels
000034862	Fiction	Fiction	English 3 Volume Novels
000034865	Fiction	Fiction	Collected Works of English Novelists
000034867	Fiction	Fiction	English 3 Volume Novels
000034869	Fiction	Fiction	English 3 Volume Novels
000034872	Fiction	Fiction	English 3 Volume Novels
000034876	Fiction	Fiction	Collected Works of English Novelists
000034880	Fiction	Fiction	English 3 Volume Novels
000034894	Fiction	Fiction	English 3 Volume Novels
000034900	Fiction	Fiction	Collected Works of English Novelists
000034907	Fiction	Fiction	English 3 Volume Novels
000034909	Fiction	Fiction	English 3 Volume Novels
000034913	Fiction	Fiction	English 3 Volume Novels
000034914	Fiction	Fiction	English Separate Novels 19th Century
000034920	Fiction	Fiction	English Separate Novels 19th Century
000034921	Fiction	Fiction	Collected Works of English Novelists
000034928	Fiction	Fiction	English 3 Volume Novels
000034930	Fiction	Fiction	English 3 Volume Novels
000034937	Fiction	Fiction	English Separate Novels 19th Century
000034939	Fiction	Fiction	English 3 Volume Novels
000034952	Fiction	Fiction	English 3 Volume Novels
000034959	Fiction	Fiction	English 3 Volume Novels
000034967	Fiction	Fiction	English Separate Novels 19th Century
000034969	Fiction	Fiction	English 3 Volume Novels
000034970	Fiction	Fiction	English 3 Volume Novels
000034983	Fiction	Fiction	English 3 Volume Novels
000034987	Fiction	Fiction	Collected Works of English Novelists
000034990	Fiction	Fiction	English 3 Volume Novels
000034995	Fiction	Fiction	English 3 Volume Novels
000034996	Fiction	Fiction	English 3 Volume Novels
000035008	Fiction	Fiction	English Separate Novels 19th Century
000035035	Fiction	Fiction	English Separate Novels 19th Century
000035174	Non-Fiction	Poetry	English, 18th, 19th Centuries
000035218	Non-Fiction	History	European 18th, 19th Centuries
000035451	Fiction	Fiction	English 3 Volume Novels
000035458	Fiction	Fiction	English 3 Volume Novels
000035821	Non-Fiction	Geography & Topography	England
000035847	Non-Fiction	Topography	Syrian, Persian, Central Asian
000036231	Non-Fiction	Poetry	English, Separate Works, 19th Century
000036521	Non-Fiction	Poetry	English, Collected Works
000036536	Non-Fiction	Plays	
000036540	Non-Fiction	Poetry	English, Separate Works, 19th Century
000036542	Non-Fiction	Poetry	English
000036552	Non-Fiction	Poetry	English, Separate Works, 19th Century
000036657	Non-Fiction	Geology	
000036721	Fiction	Fiction	English 3 Volume Novels
000036730	Non-Fiction	Drama	English, Separate Plays, 19th Century
000036759	Non-Fiction	Poetry	English, Separate Works, 19th Century
000037447	Non-Fiction	Drama	English, Separate Plays, 19th Century
000037520	Non-Fiction	Topography	United States of America
000037897	Fiction	Fiction	English 3 Volume Novels
000038340	Fiction	Fiction	English 3 Volume Novels
000038930	Non-Fiction	Plays	
000038986	Non-Fiction	Topography	Travels
000039424	Non-Fiction	History	Swedish & Norwegian
000039670	Non-Fiction	Drama	English, Separate Plays, 19th Century
000039775	Non-Fiction	Poetry	English Selections
000040021	Non-Fiction	Collections of Travels	
000040023	Non-Fiction	Topography	Indian, Chinese, Japanese
000040194	Non-Fiction	Topography	United States of America
000040306	Fiction	Fiction	English 3 Volume Novels
000040309	Fiction	Fiction	English 3 Volume Novels
000040310	Fiction	Fiction	English 2 Volume Novels
000041051	Non-Fiction	Topography	Australasian
000041408	Non-Fiction	Geography & Topography	England
000041601	Non-Fiction	Plays	
000041623	Non-Fiction	Poetry	English Selections
000042337	Non-Fiction	Poetry	English, Separate Works, 19th Century
000042862	Non-Fiction	Geography	Scotland & Ireland
000042904	Fiction	Fiction	English 1 Volume Novels
000042911	Fiction	Fiction	English 3 Volume Novels
000043140	Non-Fiction	Travels	France & Spain
000043252	Non-Fiction	Poetry	English
000043259	Non-Fiction	Hurray's Hand-Books	
000043280	Non-Fiction	Topography	Travels
000043458	Fiction	Fiction	English 1 & 2 Volume Novels
000044053	Non-Fiction	Drama	English, Separate Plays, 19th Century
000044208	Fiction	Fiction	English 3 Volume Novels
000044398	Non-Fiction	Topography	Turkish, Break
000044399	Non-Fiction	Topography	Turkish, Break
000044428	Non-Fiction	Criminal Law	Prison Management
000044468	Non-Fiction	Topography	Great Britain & Ireland
000044482	Non-Fiction	Poetry	English, Separate Works, 19th Century
000044627	Fiction	Fiction	Collected Works of English Novelists
000044652	Fiction	Fiction	English 3 Volume Novels
000045046	Non-Fiction	Topography	English, Southern
000045049	Non-Fiction	Topography	English, Southern
000045069	Fiction	Fiction	English 3 Volume Novels
000045172	Non-Fiction	History	United States of America
000045497	Non-Fiction	Voyages & Travels	
000045574	Fiction	Fiction	English 3 Volume Novels
000046704	Non-Fiction	Uncategorised	
000046705	Non-Fiction	Topography	Great Britain & Ireland
000047779	Fiction	Fiction	English Separate Novels 19th Century
000047782	Fiction	Fiction	English 3 Volume Novels
000047784	Fiction	Fiction	English 3 Volume Novels
000047785	Fiction	Fiction	English 3 Volume Novels
000047787	Fiction	Fiction	English 3 Volume Novels
000047791	Fiction	Fiction	English 3 Volume Novels
000047793	Fiction	Fiction	English 3 Volume Novels
000047794	Fiction	Fiction	English Separate Novels 19th Century
000047796	Fiction	Fiction	English 3 Volume Novels
000047797	Fiction	Fiction	English 2 Volume Novels
000047798	Fiction	Fiction	English 3 Volume Novels
000047802	Fiction	Fiction	English 3 Volume Novels
000047804	Fiction	Fiction	English 3 Volume Novels
000047805	Fiction	Fiction	English 3 Volume Novels
000047806	Fiction	Fiction	English 2 Volume Novels
000047808	Fiction	Fiction	English 3 Volume Novels
000047809	Fiction	Fiction	English Separate Novels 19th Century
000047810	Fiction	Fiction	English 3 Volume Novels
000047812	Fiction	Fiction	English 1 Volume Novels
000047814	Fiction	Fiction	English 1 & 2 Volume Novels
000047815	Fiction	Fiction	English 3 Volume Novels
000047817	Fiction	Fiction	English 3 Volume Novels
000047820	Fiction	Fiction	English 3 Volume Novels
000047821	Fiction	Fiction	English Separate Novels 19th Century
000047822	Fiction	Fiction	English 3 Volume Novels
000047823	Fiction	Fiction	English 2 Volume Novels
000047824	Fiction	Fiction	English 1 & 2 Volume Novels
000047829	Fiction	Fiction	English 3 Volume Novels
000047830	Fiction	Fiction	English 3 Volume Novels
000047831	Fiction	Fiction	English 3 Volume Novels
000047834	Fiction	Fiction	English 3 Volume Novels
000047835	Fiction	Fiction	English 3 Volume Novels
000047836	Fiction	Fiction	English 3 Volume Novels
000047837	Fiction	Fiction	English Separate Novels 19th Century
000047913	Non-Fiction	History	African
000048080	Non-Fiction	Poetry	English, Separate Works, 19th Century
000048214	Fiction	Fiction	English 3 Volume Novels
000048215	Fiction	Fiction	English 3 Volume Novels
000048225	Fiction	Fiction	English 3 Volume Novels
000048360	Non-Fiction	History	Scotch & Irish
000048371	Non-Fiction	History	Australasian
000048373	Non-Fiction	Topography	Travels
000048374	Non-Fiction	Topography	Travels
000048378	Non-Fiction	Topography	Travels
000048379	Non-Fiction	Voyages & Travels	
000048380	Non-Fiction	Travels	France & Spain
000048382	Non-Fiction	Travels	America
000048384	Non-Fiction	Travels	German
000048487	Non-Fiction	Topography	United States of America
000048749	Fiction	Fiction	English 3 Volume Novels
000048751	Fiction	Fiction	English 3 Volume Novels
000048896	Fiction	Fiction	English 3 Volume Novels
000048908	Non-Fiction	Topography	English
000048960	Non-Fiction	Poetry	English Selections
000048989	Non-Fiction	History	Scotch & Irish
000049023	Fiction	Fiction	English Separate Novels 19th Century
000049024	Fiction	Fiction	English Separate Novels 19th Century
000049026	Non-Fiction	Topography	Great Britain & Ireland
000049081	Non-Fiction	Uncategorised	
000049088	Non-Fiction	Poetry	English Selections
000049090	Non-Fiction	Poetry	English Selections
000049724	Non-Fiction	Topography	United States of America
000050335	Fiction	Fiction	English 1 & 2 Volume Novels
000050337	Fiction	Fiction	English 3 Volume Novels
000050338	Fiction	Fiction	English 3 Volume Novels
000050383	Non-Fiction	Topography	Italian
000050384	Non-Fiction	Topography	Italian
000050408	Non-Fiction	Topography	Italian
000050410	Non-Fiction	Poetry	English
000050525	Non-Fiction	History	English, 1-15th Centuries
000050543	Non-Fiction	Plays	
000050624	Non-Fiction	Topography	African
000050627	Non-Fiction	Voyages & Travels	
000050629	Non-Fiction	Voyages & Travels	
000050632	Non-Fiction	Voyages & Travels	
000050635	Non-Fiction	Voyages & Travels	
000050636	Non-Fiction	Voyages & Travels	
000050637	Non-Fiction	Voyages & Travels	
000050638	Non-Fiction	Topography	African
000050640	Non-Fiction	Voyages & Travels	
000050641	Non-Fiction	Voyages & Travels	
000050643	Non-Fiction	Voyages & Travels	
000050644	Non-Fiction	Voyages & Travels	
000050646	Non-Fiction	Voyages & Travels	
000050647	Non-Fiction	Voyages & Travels	
000050649	Non-Fiction	Voyages & Travels	
000050652	Non-Fiction	Voyages & Travels	
000050655	Non-Fiction	Voyages & Travels	
000050656	Non-Fiction	Voyages & Travels	
000050657	Non-Fiction	Voyages & Travels	
000050803	Non-Fiction	Topography	French
000051064	Non-Fiction	Topography	African
000051104	Fiction	Fiction	English 3 Volume Novels
000051125	Non-Fiction	Topography	African
000051342	Non-Fiction	Topography	Travels
000051343	Non-Fiction	Topography	United States of America
000051466	Non-Fiction	Drama	English, Separate Plays, 19th Century
000051685	Fiction	Fiction	English 3 Volume Novels
000051691	Fiction	Fiction	English 3 Volume Novels
000051692	Fiction	Fiction	English 3 Volume Novels
000051700	Fiction	Fiction	English 3 Volume Novels
000052250	Non-Fiction	Poetry	English, Separate Works, 19th Century
000052316	Fiction	Fiction	English 3 Volume Novels
000052347	Non-Fiction	Poetry	English, 18th, 19th Centuries
000052357	Non-Fiction	Collected Works	English Authors
000052364	Non-Fiction	History	General
000052367	Non-Fiction	History	European 18th, 19th Centuries
000052369	Non-Fiction	History	European 18th, 19th Centuries
000052370	Non-Fiction	History	General
000052372	Non-Fiction	History	General
000052374	Non-Fiction	History	European 18th, 19th Centuries
000052378	Non-Fiction	History	European 18th, 19th Centuries
000052379	Non-Fiction	History	European 18th, 19th Centuries
000052772	Fiction	Fiction	English 1 & 2 Volume Novels
000052859	Non-Fiction	Poetry	English, Separate Works, 19th Century
000053289	Non-Fiction	Topography	United States of America
000053303	Non-Fiction	Drama	English, Separate Plays, 19th Century
000053313	Fiction	Fiction	English 3 Volume Novels
000053316	Fiction	Fiction	English 1 Volume Novels
000053317	Fiction	Fiction	English 3 Volume Novels
000053318	Fiction	Fiction	English 3 Volume Novels
000053320	Fiction	Fiction	English 3 Volume Novels
000053321	Non-Fiction	Drama	English, Separate Plays, 19th Century
000053348	Non-Fiction	History	United States of America
000053556	Non-Fiction	Poetry	English, Separate Works, 19th Century
000053612	Non-Fiction	Poetry	English Selections
000053627	Non-Fiction	History	United States of America
000053628	Non-Fiction	History	United States of America
000053639	Non-Fiction	Poetry	English, Separate Works, 19th Century
000053905	Fiction	Fiction	English 3 Volume Novels
000054214	Fiction	Fiction	English 3 Volume Novels
000054218	Fiction	Fiction	English 3 Volume Novels
000054220	Fiction	Fiction	English 3 Volume Novels
000054554	Non-Fiction	Topography	United States of America
000054944	Fiction	Fiction	English 3 Volume Novels
000054947	Fiction	Fiction	English 3 Volume Novels
000054948	Fiction	Fiction	English Separate Novels 19th Century
000054951	Fiction	Fiction	English 1 & 2 Volume Novels
000054952	Fiction	Fiction	English 3 Volume Novels
000054960	Fiction	Fiction	English 1 Volume Novels
000054963	Fiction	Fiction	English 2 Volume Novels
000054964	Fiction	Fiction	English 3 Volume Novels
000054965	Non-Fiction	Topography	European
000054980	Fiction	Fiction	English 3 Volume Novels
000054983	Fiction	Fiction	English 3 Volume Novels
000054987	Fiction	Fiction	English 3 Volume Novels
000054991	Fiction	Fiction	English 3 Volume Novels
000054994	Fiction	Fiction	English 1 & 2 Volume Novels
000055000	Fiction	Fiction	English 3 Volume Novels
000055008	Fiction	Fiction	English 3 Volume Novels
000055018	Fiction	Fiction	English 3 Volume Novels
000055019	Fiction	Fiction	English 3 Volume Novels
000055020	Fiction	Fiction	English 1 Volume Novels
000055026	Fiction	Fiction	English 3 Volume Novels
000055032	Fiction	Fiction	English 3 Volume Novels
000055303	Fiction	Fiction	English 3 Volume Novels
000055429	Non-Fiction	Drama	English, Separate Plays, 19th Century
000055451	Fiction	Fiction	English 1 & 2 Volume Novels
000055452	Fiction	Fiction	English 3 Volume Novels
000055454	Fiction	Fiction	English 3 Volume Novels
000055457	Fiction	Fiction	English 3 Volume Novels
000055460	Fiction	Fiction	English 3 Volume Novels
000055461	Fiction	Fiction	English 3 Volume Novels
000055647	Non-Fiction	History	United States of America
000056148	Non-Fiction	Geography	England
000056149	Fiction	Fiction	English 1 & 2 Volume Novels
000056170	Non-Fiction	Poetry	English
000056420	Fiction	Fiction	English 2 Volume Novels
000056429	Non-Fiction	Topography	African
000056456	Fiction	Fiction	English 3 Volume Novels
000056580	Non-Fiction	History	America
